Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2025-01-24 00:00:00-05:00,15.050000190734863,15.470000267028809,14.84000015258789,14.935999870300293,10200,0.0,0.0
2025-01-27 00:00:00-05:00,13.65999984741211,13.718999862670898,12.739999771118164,13.029999732971191,22200,0.0,0.0
2025-01-28 00:00:00-05:00,12.710000038146973,13.029000282287598,12.694999694824219,12.836999893188477,78600,0.0,0.0
2025-01-29 00:00:00-05:00,13.149999618530273,13.800000190734863,13.039999961853027,13.532999992370605,147100,0.0,0.0
2025-01-30 00:00:00-05:00,13.819999694824219,14.199999809265137,13.579999923706055,13.847999572753906,42100,0.0,0.0
2025-01-31 00:00:00-05:00,13.989999771118164,13.989999771118164,13.050000190734863,13.208000183105469,33100,0.0,0.0
2025-02-03 00:00:00-05:00,12.6899995803833,12.949999809265137,12.569000244140625,12.795000076293945,51600,0.0,0.0
2025-02-04 00:00:00-05:00,13.25,13.949999809265137,12.9399995803833,13.934000015258789,112500,0.0,0.0
2025-02-05 00:00:00-05:00,11.359999656677246,12.220000267028809,10.979999542236328,12.190999984741211,230200,0.0,0.0
2025-02-06 00:00:00-05:00,11.960000038146973,12.21399974822998,11.579000473022461,11.77400016784668,38000,0.0,0.0
2025-02-07 00:00:00-05:00,11.510000228881836,11.743000030517578,11.14900016784668,11.241999626159668,59500,0.0,0.0
2025-02-10 00:00:00-05:00,11.4399995803833,12.0,11.380000114440918,11.819999694824219,45400,0.0,0.0
2025-02-11 00:00:00-05:00,11.809000015258789,12.369999885559082,11.809000015258789,11.989999771118164,50800,0.0,0.0
2025-02-12 00:00:00-05:00,11.6899995803833,12.069999694824219,11.61400032043457,12.069999694824219,45200,0.0,0.0
2025-02-13 00:00:00-05:00,12.204000473022461,12.640000343322754,11.880000114440918,12.116999626159668,68000,0.0,0.0
2025-02-14 00:00:00-05:00,12.25,12.637999534606934,12.119999885559082,12.359999656677246,50200,0.0,0.0
2025-02-18 00:00:00-05:00,12.600000381469727,12.840999603271484,12.539999961853027,12.600000381469727,36100,0.0,0.0
2025-02-19 00:00:00-05:00,12.640000343322754,13.020999908447266,12.4399995803833,12.708000183105469,25800,0.0,0.0
2025-02-20 00:00:00-05:00,12.779999732971191,13.090999603271484,12.359999656677246,12.58899974822998,37900,0.0,0.0
2025-02-21 00:00:00-05:00,12.770999908447266,12.84000015258789,11.810999870300293,11.819999694824219,46000,0.0,0.0
2025-02-24 00:00:00-05:00,12.0,12.0,11.239999771118164,11.239999771118164,15600,0.0,0.0
2025-02-25 00:00:00-05:00,11.119999885559082,11.300000190734863,10.321000099182129,10.387999534606934,19700,0.0,0.0
2025-02-26 00:00:00-05:00,10.59000015258789,10.687999725341797,10.4399995803833,10.520000457763672,26000,0.0,0.0
2025-02-27 00:00:00-05:00,10.630000114440918,10.73900032043457,9.5,9.512999534606934,41800,0.0,0.0
2025-02-28 00:00:00-05:00,9.529999732971191,9.845000267028809,9.359999656677246,9.545000076293945,11800,0.0,0.0
2025-03-03 00:00:00-05:00,9.859999656677246,9.97700023651123,9.010000228881836,9.21399974822998,60300,0.0,0.0
2025-03-04 00:00:00-05:00,8.84000015258789,10.104999542236328,8.829999923706055,9.699999809265137,61300,0.0,0.0
2025-03-05 00:00:00-05:00,9.630000114440918,9.857999801635742,9.35099983215332,9.857999801635742,44700,0.0,0.0
2025-03-06 00:00:00-05:00,9.359999656677246,9.65999984741211,9.229999542236328,9.289999961853027,45200,0.0,0.0
2025-03-07 00:00:00-05:00,9.3100004196167,9.569999694824219,8.949999809265137,9.569999694824219,30200,0.0,0.0
2025-03-10 00:00:00-04:00,9.270000457763672,9.680000305175781,8.758999824523926,8.845999717712402,51200,0.0,0.0
2025-03-11 00:00:00-04:00,8.899999618530273,9.109999656677246,8.630000114440918,8.90999984741211,11000,0.0,0.0
2025-03-12 00:00:00-04:00,9.260000228881836,9.770000457763672,9.170000076293945,9.635000228881836,40200,0.0,0.0
2025-03-13 00:00:00-04:00,9.420000076293945,9.449999809265137,8.979999542236328,9.10099983215332,38400,0.0,0.0
