Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2015-03-20 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-03-23 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-03-24 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-03-25 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-03-26 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-03-27 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-03-30 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-03-31 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-01 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-02 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-03 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-06 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-07 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-08 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-09 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-10 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-13 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-14 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-15 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-16 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-17 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-20 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-21 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-22 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-23 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-24 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-27 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-28 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-04-30 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-05-01 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-05-07 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-05-08 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-05-11 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-05-12 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-05-13 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-05-14 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-05-15 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-05-18 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-05-19 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-05-20 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-05-21 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-05-22 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-05-25 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-05-26 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-05-27 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-05-28 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-05-29 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-01 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-02 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-03 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-04 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-05 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-08 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-09 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-10 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-11 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-12 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-15 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-16 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-17 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-18 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-19 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-22 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-23 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-24 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-25 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-26 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-29 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-06-30 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-07-01 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-07-02 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-07-03 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-07-06 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
2015-07-07 00:00:00+09:00,-470.03375244140625,-470.03375244140625,-470.03375244140625,-470.03375244140625,0,0.0,0.0
